age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
20,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States
21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States
72,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,2290,0,10,United-States
25,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Yugoslavia
60,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
90,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,9386,0,15,United-States
30,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States
20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States
54,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,0,1408,38,United-States
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,45,United-States
39,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
34,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
43,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
21,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States
44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
19,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States
51,Private,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States
39,Private,5th-6th,Separated,Sales,Unmarried,Black,Female,0,0,30,Puerto-Rico
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
26,Private,Some-college,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States
46,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States
69,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,10605,0,10,United-States
54,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States
30,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
42,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
32,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States
42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
54,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States
27,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States
39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,United-States
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
57,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico
30,Private,10th,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
38,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico
30,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,60,United-States
37,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
41,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
49,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam
36,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
40,Local-gov,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,Black,Male,0,0,40,United-States
29,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States
57,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States
40,Local-gov,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
38,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,0,0,25,United-States
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
35,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
45,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States
22,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Yugoslavia
32,Private,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Female,0,0,2,United-States
54,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland
23,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
35,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States
30,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
20,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
61,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
25,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
41,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
43,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
36,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
40,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
45,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
55,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
38,State-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States
26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,0,0,38,England
55,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
24,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States
28,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States
43,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
24,Private,Some-college,Separated,Sales,Unmarried,White,Female,0,0,45,United-States
46,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Mexico
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
55,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
52,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
42,Local-gov,Assoc-voc,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States
46,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,50,Peru
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States
22,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
65,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
52,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,Masters,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
35,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
41,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
45,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States
23,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,Taiwan
61,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
32,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States
21,Private,10th,Separated,Sales,Unmarried,Black,Female,0,0,38,United-States
46,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,50,United-States
20,Private,12th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
23,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,12,United-States
33,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
42,State-gov,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
23,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States
67,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
40,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,37,Dominican-Republic
22,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States
48,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,24,United-States
40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
22,Private,Assoc-voc,Never-married,Other-service,Own-child,Black,Female,0,0,36,United-States
24,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
39,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
49,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
51,Self-emp-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States
48,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
17,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
43,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam
34,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States
32,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
27,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
34,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,24,United-States
31,Private,10th,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
43,Private,Bachelors,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
30,Private,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
40,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
36,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,1876,44,United-States
49,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
50,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
20,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,2176,0,40,United-States
46,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
46,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States
23,State-gov,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
47,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
62,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,5,United-States
37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,86,United-States
34,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
36,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
48,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,14084,0,63,United-States
90,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
23,State-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,22,United-States
57,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
33,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,0,0,40,El-Salvador
34,Local-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Black,Male,0,0,15,United-States
31,Private,Some-college,Divorced,Sales,Own-child,White,Female,0,0,30,United-States
33,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,1831,0,40,United-States
37,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
59,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,0,625,38,United-States
34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1902,60,United-States
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,England
65,Private,HS-grad,Widowed,Prof-specialty,Unmarried,White,Female,0,2206,10,United-States
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
68,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,20,United-States
35,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
41,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States
24,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
32,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,40,United-States
36,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,0,0,44,United-States
29,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States
29,Private,Masters,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States
40,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States
21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
59,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,46,Canada
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,2885,0,40,United-States
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
49,Local-gov,11th,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
36,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States
65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
30,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
26,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
33,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
64,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States
57,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
37,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States
72,Private,9th,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States
23,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
72,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,9386,0,30,United-States
27,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
63,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
37,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
55,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
34,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
18,Private,10th,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States
35,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States
33,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
45,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
48,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States
52,Private,5th-6th,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,El-Salvador
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines
20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
47,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,United-States
28,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
75,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456,0,40,United-States
17,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States
33,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
38,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,8,United-States
33,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
24,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,32,United-States
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
52,Private,12th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
32,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,72,Mexico
41,Private,12th,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1485,40,Haiti
42,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
30,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
30,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
23,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,3325,0,40,United-States
51,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
25,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
61,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
40,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,36,United-States
58,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Greece
38,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,Mexico
23,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,0,1721,20,United-States
34,Private,Bachelors,Never-married,Sales,Unmarried,Black,Male,0,0,45,United-States
23,Private,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines
54,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
30,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
75,Private,10th,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,1,China
57,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Iran
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
39,Private,Some-college,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States
19,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
25,Private,11th,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
29,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
53,Private,5th-6th,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,Italy
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States
59,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States
37,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
21,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
